,link,primary name,secondary name,symptoms
962,https://www.mayoclinic.org/diseases-conditions/post-vasectomy-pain-syndrome/symptoms-causes/syc-20527047,Post-vasectomy pain syndrome,Post-vasectomy pain syndrome,"['Pain and tenderness in the scrotum', 'Pressure or pain after ejaculation', 'Dull ache in one or both testicles', 'Pain and tenderness at the site of the vasectomy', 'Swelling of the small, C-shaped tube behind the testicle where sperm are stored (epididymis)', 'Pain with sex']"
963,https://www.mayoclinic.org/diseases-conditions/pouchitis/symptoms-causes/syc-20361991,Pouchitis,Pouchitis,"['A Book: Mayo Clinic Family Health Book, 5th Edition', 'Newsletter: Mayo Clinic Health Letter — Digital Edition']"
964,https://www.mayoclinic.org/diseases-conditions/prader-willi-syndrome/symptoms-causes/syc-20355997,Prader-Willi syndrome,Prader-Labhart-Willi syndromeSee Prader-Willi syndrome,"[""Poor muscle tone.A primary sign during infancy is poor muscle tone (hypotonia). Babies may rest with their elbows and knees loosely extended instead of fixed, and they may feel floppy or like rag dolls when they're held."", 'Distinct facial features.Children may be born with almond-shaped eyes, a narrowing of the head at the temples, a turned-down mouth and a thin upper lip.', 'Poor sucking reflex.Infants may have a poor sucking reflex due to decreased muscle tone. Poor sucking makes feeding difficult and can result in failure to thrive.', 'Generally poor responsiveness.A baby may seem unusually tired, respond poorly to stimulation, have a hard time waking up or have a weak cry.', 'Underdeveloped genitals.Males may have a small penis and scrotum. The testicles may be small or not descended from the abdomen into the scrotum (cryptorchidism). In females, the clitoris and labia may be small.']"
965,https://www.mayoclinic.org/diseases-conditions/wolff-parkinson-white-syndrome/symptoms-causes/syc-20354626,Wolff-Parkinson-White (WPW) syndrome,Preexcitation syndromeSee Wolff-Parkinson-White,"['A rapid, fluttering or pounding heartbeat (palpitations)', 'Chest pain', 'Difficulty breathing', 'Dizziness or lightheadedness', 'Fainting', 'Fatigue', 'Shortness of breath', 'Anxiety']"
966,https://www.mayoclinic.org/diseases-conditions/premature-birth/symptoms-causes/syc-20376730,Premature birth,Premature birth,"[""Small size, with a head that's large compared with the body."", ""Features that are sharper and less rounded than a full-term baby's features due to a lack of cells that store fat."", 'Fine hair that covers much of the body.', 'Low body temperature, mainly right after birth in the delivery room.', 'Trouble breathing.', 'Feeding problems.']"
967,https://www.mayoclinic.org/diseases-conditions/premature-ejaculation/symptoms-causes/syc-20354900,Premature ejaculation,Premature ejaculation,"['Lifelong.Lifelong premature ejaculation occurs all or nearly all the time beginning with the first sexual encounter.', 'Acquired.Acquired premature ejaculation develops after having previous sexual experiences without problems with ejaculation.']"
968,https://www.mayoclinic.org/diseases-conditions/premature-ovarian-failure/symptoms-causes/syc-20354683,Primary ovarian insufficiency,Premature ovarian failureSee Primary ovarian insufficiency,"['Irregular or missed periods. This symptom might be present for years. It also could develop after a pregnancy or after stopping birth control pills.', 'Trouble getting pregnant.', 'Hot flashes and night sweats.', 'Vaginal dryness.', 'Anger, depression or anxiety.', 'Trouble with focus or memory.', 'Less sexual desire.']"
969,https://www.mayoclinic.org/diseases-conditions/premenstrual-syndrome/symptoms-causes/syc-20376780,Premenstrual syndrome (PMS),Premenstrual syndromeSee Premenstrual syndrome,"['Tension or anxiety', 'Depressed mood', 'Crying spells', 'Mood swings and irritability or anger', 'Appetite changes and food cravings', 'Trouble falling asleep (insomnia)', 'Social withdrawal', 'Poor concentration', 'Change in libido']"
970,https://www.mayoclinic.org/diseases-conditions/presbyopia/symptoms-causes/syc-20363328,Presbyopia,Presbyopia,"['A tendency to hold reading material farther away to make the letters clearer', 'Blurred vision at normal reading distance', 'Eyestrain or headaches after reading or doing close-up work']"
971,https://www.mayoclinic.org/diseases-conditions/prescription-drug-abuse/symptoms-causes/syc-20376813,Prescription drug abuse,Prescription drug abuse,"['Opioidsused to treat pain, such as medicines containing oxycodone (Oxycontin, Percocet) and those containing hydrocodone (Norco)', 'Anti-anxiety medicines, sedatives and hypnoticsused to treat anxiety and sleep disorders, such as alprazolam (Xanax), diazepam (Valium) and zolpidem (Ambien)', 'Stimulantsused to treat attention-deficit/hyperactivity disorder (ADHD) and certain sleep disorders, such as methylphenidate (Ritalin, Concerta, others), dextroamphetamine-amphetamine (Adderall XR, Mydayis) and dextroamphetamine (Dexedrine)']"
972,https://www.mayoclinic.org/diseases-conditions/preterm-labor/symptoms-causes/syc-20376842,Preterm labor,Preterm labor,"['Regular or frequent sensations of abdominal tightening (contractions)', 'Constant low, dull backache', 'A sensation of pelvic or lower abdominal pressure', 'Mild abdominal cramps', 'Vaginal spotting or light bleeding', 'Preterm rupture of membranes — in a gush or a continuous trickle of fluid after the membrane around the baby breaks or tears', 'A change in type of vaginal discharge — watery, mucus-like or bloody']"
973,https://www.mayoclinic.org/diseases-conditions/primary-biliary-cholangitis/symptoms-causes/syc-20376874,Primary biliary cholangitis,Primary biliary cholangitis,"['Fatigue.', 'Itchy skin.']"
974,https://www.mayoclinic.org/diseases-conditions/primary-immunodeficiency/symptoms-causes/syc-20376905,Primary immunodeficiency,Primary immunodeficiency,"['Frequent and recurrent pneumonia, bronchitis, sinus infections, ear infections, meningitis or skin infections', 'Inflammation and infection of internal organs', 'Blood disorders, such as low platelet count or anemia', 'Digestive problems, such as cramping, loss of appetite, nausea and diarrhea', 'Delayed growth and development', 'Autoimmune disorders, such as lupus, rheumatoid arthritis or type 1 diabetes']"
975,https://www.mayoclinic.org/diseases-conditions/proctitis/symptoms-causes/syc-20376933,Proctitis,Proctitis,"['A frequent or continuous feeling that you need to have a bowel movement', 'Rectal bleeding', 'Passing mucus through your rectum', 'Rectal pain', 'Pain on the left side of your abdomen', 'A feeling of fullness in your rectum', 'Diarrhea', 'Pain with bowel movements']"
976,https://www.mayoclinic.org/diseases-conditions/progressive-supranuclear-palsy/symptoms-causes/syc-20355659,Progressive supranuclear palsy,Progressive supranuclear palsy,"['A loss of balance while walking.A tendency to fall backward can occur very early in the disease.', 'An inability to aim your eyes properly.You may not be able to look downward, or experience blurring and double vision. This difficulty with focusing the eyes can make some people spill food or appear disinterested in conversation because of poor eye contact.']"
977,https://www.mayoclinic.org/diseases-conditions/prolactinoma/symptoms-causes/syc-20376958,Prolactinoma,Prolactinoma,"['Irregular menstrual periods or no menstrual periods', 'Milky discharge from the breasts when not pregnant or breastfeeding', 'Painful intercourse due to vaginal dryness', 'Acne and excessive body and facial hair growth']"
978,https://www.mayoclinic.org/diseases-conditions/prostatitis/symptoms-causes/syc-20355766,Prostatitis,Prostatitis,"['Pain or burning sensation when urinating (dysuria)', 'Difficulty urinating, such as dribbling or hesitant urination', 'Frequent urination, particularly at night (nocturia)', 'Urgent need to urinate', 'Cloudy urine', 'Blood in the urine', 'Pain in the abdomen, groin or lower back', 'Pain in the area between the scrotum and rectum (perineum)', 'Pain or discomfort of the penis or testicles', 'Painful ejaculation', 'Fever, chills, muscle aches and other flu-like symptoms (with acute bacterial prostatitis)']"
979,https://www.mayoclinic.org/diseases-conditions/pseudocholinesterase-deficiency/symptoms-causes/syc-20354543,Pseudocholinesterase deficiency,Pseudocholinesterase deficiency,"['A gene change that causes the disorder', 'A history of a problem during anesthesia that is suspected to be caused by pseudocholinesterase deficiency']"
980,https://www.mayoclinic.org/diseases-conditions/pseudogout/symptoms-causes/syc-20376983,Pseudogout,Pseudogout,"['Swollen', 'Warm', 'Severely painful']"
981,https://www.mayoclinic.org/diseases-conditions/psoriasis/symptoms-causes/syc-20355840,Psoriasis,Psoriasis,"['A patchy rash that varies widely in how it looks from person to person, ranging from spots of dandruff-like scaling to major eruptions over much of the body', 'Rashes that vary in color, tending to be shades of purple with gray scale on brown or Black skin and pink or red with silver scale on white skin', 'Small scaling spots (commonly seen in children)', 'Dry, cracked skin that may bleed', 'Itching, burning or soreness', 'Cyclic rashes that flare for a few weeks or months and then subside']"
982,https://www.mayoclinic.org/diseases-conditions/pulmonary-atresia/symptoms-causes/syc-20350727,Pulmonary atresia,Pulmonary atresia,"['Blue- or gray-toned skin (cyanosis)', 'Fast breathing or shortness of breath', 'Easily tiring or being fatigued', 'Feeding problems']"
983,https://www.mayoclinic.org/diseases-conditions/pulmonary-atresia-intact-ventricular-septum/cdc-20396714,Pulmonary atresia with intact ventricular septum,Pulmonary atresia with intact ventricular septum,None
984,https://www.mayoclinic.org/diseases-conditions/pulmonary-atresia-ventricular-septum-defect/cdc-20396707,Pulmonary atresia with ventricular septal defect,Pulmonary atresia with ventricular septal defect,None
985,https://www.mayoclinic.org/diseases-conditions/pulmonary-valve-disease/symptoms-causes/syc-20350654,Pulmonary valve disease,Pulmonary valve disease,None
986,https://www.mayoclinic.org/diseases-conditions/pulmonary-valve-stenosis/symptoms-causes/syc-20377034,Pulmonary valve stenosis,Pulmonary valve stenosis,"['A whooshing sound called a heart murmur that can be heard with a stethoscope.', 'Fatigue.', 'Shortness of breath, especially during activity.', 'Chest pain.', 'Fainting.']"
987,https://www.mayoclinic.org/diseases-conditions/pyloric-stenosis/symptoms-causes/syc-20351416,Pyloric stenosis,Pyloric stenosis,"['Vomiting after feeding.The baby may vomit forcefully, ejecting breast milk or formula up to several feet away. This is known as projectile vomiting. Vomiting might be mild at first. But over time, it becomes more severe as the pylorus opening narrows. The vomit may sometimes contain blood.', 'Persistent hunger.Babies who have pyloric stenosis often want to eat soon after vomiting.', ""Stomach contractions.You may notice wavelike contractions that ripple across your baby's upper stomach area soon after feeding but before vomiting. These contractions are part of the digestive process known as peristalsis. The contractions are caused by stomach muscles trying to force food through the narrowed pylorus."", ""Dehydration.Your baby might cry without tears or become lethargic. You might find yourself changing fewer wet diapers or diapers that aren't as wet as you expect."", 'Changes in bowel movements.Since pyloric stenosis prevents food from reaching the intestines, babies with this condition might be constipated.', 'Weight problems.Pyloric stenosis can keep a baby from gaining weight, and sometimes can cause weight loss.']"
988,https://www.mayoclinic.org/diseases-conditions/pyoderma-gangrenosum/symptoms-causes/syc-20350386,Pyoderma gangrenosum,Pyoderma gangrenosum,"[""Your age and sex.The condition can affect anyone at any age, though it's more common between 20 and 50 years of age."", ""Having inflammatory bowel disease.People with a digestive tract disease such as ulcerative colitis or Crohn's disease are at increased risk of pyoderma gangrenosum."", 'Having arthritis.People with rheumatoid arthritis are at increased risk of pyoderma gangrenosum.', 'Having a blood disorder.People with acute myelogenous leukemia, myelodysplasia or a myeloproliferative disorder are at increased risk of pyoderma gangrenosum.']"
989,https://www.mayoclinic.org/diseases-conditions/rabies/symptoms-causes/syc-20351821,Rabies,Rabies,"['Fever', 'Headache', 'Nausea', 'Vomiting', 'Agitation', 'Anxiety', 'Confusion', 'Hyperactivity', 'Difficulty swallowing', 'Excessive salivation', 'Fear brought on by attempts to drink fluids because of difficulty swallowing water', 'Fear brought on by air blown on the face', 'Hallucinations', 'Insomnia', 'Partial paralysis']"
990,https://www.mayoclinic.org/diseases-conditions/radiation-enteritis/symptoms-causes/syc-20355409,Radiation enteritis,Radiation enteritis,['Home enteral nutrition']
991,https://www.mayoclinic.org/diseases-conditions/tachycardia/symptoms-causes/syc-20355127,Tachycardia,Rapid heartbeatSee Tachycardia,"['Sensation of a racing, pounding heartbeat or flopping in the chest (palpitations)', 'Chest pain', 'Fainting (syncope)', 'Lightheadedness', 'Rapid pulse rate', 'Shortness of breath']"
992,https://www.mayoclinic.org/diseases-conditions/raynauds-disease/symptoms-causes/syc-20363571,Raynaud's disease,Raynaud's disease,"['Cold fingers or toes.', 'Areas of skin that turn white then blue. Depending on your skin color, these color changes may be harder or easier to see.', 'Numb, prickly feeling or stinging pain upon warming or stress relief.']"
993,https://www.mayoclinic.org/diseases-conditions/rectal-prolapse/symptoms-causes/syc-20352837,Rectal prolapse,Rectal prolapse,"['You cannot control your bowel movements, known as fecal incontinence.', 'Constipation or loose stools.', 'Leaking blood or mucus from the rectum.', ""Feeling that your rectum isn't empty after a bowel movement.""]"
994,https://www.mayoclinic.org/diseases-conditions/rectal-ulcer/symptoms-causes/syc-20377749,Solitary rectal ulcer syndrome,Rectal ulcerSee Solitary rectal ulcer syndrome,"['Constipation', 'Rectal bleeding', 'Straining during bowel movements', 'Pain or a feeling of fullness in your pelvis', 'A feeling of incomplete passing of stool', 'Passing mucus from your rectum', 'Fecal incontinence', 'Rectal pain']"
995,https://www.mayoclinic.org/diseases-conditions/rectovaginal-fistula/symptoms-causes/syc-20377108,Rectovaginal fistula,Rectovaginal fistula,"['Injuries during childbirth.Delivery-related injuries are the most common cause of rectovaginal fistulas. Injuries include tears in the perineum ⸺ the skin between the vagina and the anus ⸺ that extend to the bowel or an infection. Fistulas caused by injuries during childbirth may involve injury to the anal sphincter ⸺ the rings of muscle at the end of the rectum that help hold in stool.', ""Inflammatory bowel disease.The second most common cause of rectovaginal fistulas is Crohn's disease and, more rarely, ulcerative colitis. These inflammatory bowel diseases cause swelling and irritation of the tissues lining the digestive tract. Most people with Crohn's disease never develop a rectovaginal fistula, but having Crohn's disease does increase your risk of the condition."", 'Cancer or radiation treatment in the pelvic area.A cancerous tumor in your rectum, cervix, vagina, uterus or anal canal can result in a rectovaginal fistula. Also, radiation therapy for cancers in these areas can put you at risk. A fistula caused by radiation can form at any time following radiation treatment, but most commonly forms within the first two years.', ""Surgery involving the vagina, perineum, rectum or anus.In rare cases, prior surgery in your lower pelvic area, such as removing an infected Bartholin's gland, can cause a fistula to develop. Bartholin's glands are found on each side of the vaginal opening and help keep the vagina moist. The fistula may develop as a result of an injury during surgery or a leak or infection that develops afterward."", 'Complication from diverticulitis.Infection of small, bulging pouches in your digestive tract, called diverticulitis, may cause the rectum or large intestine to stick to the vagina and may lead to a fistula.', 'Other causes.Rarely, a rectovaginal fistula may develop following infections in the skin around the anus or vagina.']"
996,https://www.mayoclinic.org/diseases-conditions/recurrent-breast-cancer/symptoms-causes/syc-20377135,Recurrent breast cancer,Recurrent breast cancer,"['A new lump in your breast or irregular area of firmness', 'Changes to the skin of your breast', 'Skin inflammation or area of redness', 'Nipple discharge']"
997,https://www.mayoclinic.org/diseases-conditions/vesicoureteral-reflux/symptoms-causes/syc-20378819,Vesicoureteral reflux,"Reflux, vesicoureteralSee Vesicoureteral reflux","['A strong, persistent urge to urinate', 'A burning sensation when urinating', 'The need to pass small amounts of urine frequently', 'Cloudy urine', 'Fever', 'Pain in your side (flank) or abdomen']"
998,https://www.mayoclinic.org/diseases-conditions/rem-sleep-behavior-disorder/symptoms-causes/syc-20352920,REM sleep behavior disorder,REM sleep behavior disorder,"['Movement, such as kicking, punching, arm flailing or jumping from bed, in response to action-filled or violent dreams, such as being chased or defending yourself from an attack', 'Noises, such as talking, laughing, shouting, emotional outcries or even cursing', 'Being able to recall the dream if you awaken during the episode']"
999,https://www.mayoclinic.org/diseases-conditions/renal-artery-stenosis/symptoms-causes/syc-20352777,Renal artery stenosis,Renal artery stenosis,"['High blood pressure that begins suddenly or worsens without explanation', 'High blood pressure that begins before age 30 or after age 50']"
1000,https://www.mayoclinic.org/diseases-conditions/residual-limb-pain/symptoms-causes/syc-20541403,Residual limb pain,Residual limb pain,None
1001,https://www.mayoclinic.org/diseases-conditions/respiratory-syncytial-virus/symptoms-causes/syc-20353098,Respiratory syncytial virus (RSV),Respiratory syncytial virus,"['Congested or runny nose', 'Dry cough', 'Low-grade fever', 'Sore throat', 'Sneezing', 'Headache']"
1002,https://www.mayoclinic.org/diseases-conditions/restless-legs-syndrome/symptoms-causes/syc-20377168,Restless legs syndrome,Restless legs syndrome,"[""Sensations that begin while resting.The sensation typically begins after you've been lying down or sitting for an extended time, such as in a car, airplane or movie theater."", 'Relief with movement.The sensation ofRLSlessens with movement, such as stretching, jiggling the legs, pacing or walking.', 'Worsening of symptoms in the evening.Symptoms occur mainly at night.', 'Nighttime leg twitching.RLSmay be associated with another, more common condition called periodic limb movement of sleep, which causes the legs to twitch and kick, possibly throughout the night, while you sleep.']"
1003,https://www.mayoclinic.org/diseases-conditions/retinal-diseases/symptoms-causes/syc-20355825,Retinal diseases,Retinal diseases,"['Seeing floating specks or cobwebs', 'Blurred or distorted (straight lines look wavy) vision', 'Defects in the side vision', 'Lost vision']"
1004,https://www.mayoclinic.org/diseases-conditions/retractile-testicle/symptoms-causes/syc-20377197,Retractile testicle,Retractile testicle,"[""The testicle may be moved by hand from the groin into the scrotum and won't immediately retreat to the groin."", 'The testicle might spontaneously appear in the scrotum and remain there for a time.', 'The testicle might spontaneously disappear again for a time.']"
1005,https://www.mayoclinic.org/diseases-conditions/retrograde-ejaculation/symptoms-causes/syc-20354890,Retrograde ejaculation,Retrograde ejaculation,"['Orgasms in which you ejaculate very little or no semen out of your penis (dry orgasms)', 'Urine that is cloudy after orgasm because it contains semen', 'Inability to get a woman pregnant (male infertility)']"
1006,https://www.mayoclinic.org/diseases-conditions/rett-syndrome/symptoms-causes/syc-20377227,Rett syndrome,Rett syndrome,"['Slowed growth.Brain growth slows after birth. Smaller than usual head size (microcephaly) is sometimes the first sign that a child has Rett syndrome. As children get older, there is delayed growth in other parts of the body.', 'Loss of movement and coordination abilities.The first signs often include reduced hand control and a decreasing ability to crawl or walk. At first, this loss of abilities occurs rapidly, and then it continues more gradually. Eventually muscles become weak or stiff, with unusual movement and positioning.', 'Loss of communication abilities.Children with Rett syndrome typically begin to lose the ability to speak, to make eye contact and to communicate in other ways. They may become disinterested in other people, toys and their surroundings. Some children have rapid changes, such as a sudden loss of language. Over time, children may gradually regain eye contact and develop nonverbal communication skills.', 'Unusual hand movements.Children with Rett syndrome usually develop repetitive, purposeless hand movements, which differ from child to child. Hand movements may include hand-wringing, squeezing, clapping, tapping or rubbing.']"
1007,https://www.mayoclinic.org/diseases-conditions/reyes-syndrome/symptoms-causes/syc-20377255,Reye's syndrome,Reye's syndrome,"['Diarrhea.', 'Rapid breathing.']"
1008,https://www.mayoclinic.org/diseases-conditions/rhabdomyosarcoma/symptoms-causes/syc-20390962,Rhabdomyosarcoma,Rhabdomyosarcoma,"['Headache', 'Bulging or swelling of the eyes', 'Bleeding in the nose, throat or ears']"
1009,https://www.mayoclinic.org/diseases-conditions/rheumatic-fever/symptoms-causes/syc-20354588,Rheumatic fever,Rheumatic fever,"['Fever', 'Painful and tender joints — most often in the knees, ankles, elbows and wrists', 'Pain in one joint that migrates to another joint', 'Red, hot or swollen joints', 'Chest pain', 'Fatigue', 'Flat or slightly raised, painless rash with a ragged edge', 'Heart murmur', 'Jerky, uncontrollable body movements (Sydenham chorea) — most often in the hands, feet and face', 'Outbursts of unusual behavior, such as crying or inappropriate laughing, that accompanies Sydenham chorea', 'Small, painless bumps beneath the skin']"
1010,https://www.mayoclinic.org/diseases-conditions/rickets/symptoms-causes/syc-20351943,Rickets,Rickets,"['Delayed growth', 'Delayed motor skills', 'Pain in the spine, pelvis and legs', 'Muscle weakness']"
1011,https://www.mayoclinic.org/diseases-conditions/tinnitus/symptoms-causes/syc-20350156,Tinnitus,Ringing in the earSee Tinnitus,"['Buzzing', 'Roaring', 'Clicking', 'Hissing', 'Humming']"
1012,https://www.mayoclinic.org/diseases-conditions/ringworm-body/symptoms-causes/syc-20353780,Ringworm (body),Ringworm,"['A scaly ring-shaped area, typically on the buttocks, trunk, arms and legs', 'Itchiness', 'A clear or scaly area inside the ring, perhaps with a scattering of bumps whose color ranges from red on white skin to reddish, purplish, brown or gray on black and brown skin', 'Slightly raised, expanding rings', 'A round, flat patch of itchy skin', 'Overlapping rings']"
1013,https://www.mayoclinic.org/diseases-conditions/ringworm-scalp/symptoms-causes/syc-20354918,Ringworm (scalp),Ringworm,"['One or more round, scaly or inflamed patches where the hair has broken off at or near the scalp', 'Patches that slowly get bigger and have small, black dots where the hair has broken off', 'Brittle or fragile hair that can be easily broken or pulled out', 'Tender or painful areas on the scalp']"
1014,https://www.mayoclinic.org/diseases-conditions/rosacea/symptoms-causes/syc-20353815,Rosacea,Rosacea,"['Facial redness and flushing.Rosacea can make your face flush more easily. Over time, you may notice that your face stays red. Depending on skin color, redness may be subtle or look more pink or purple.', 'Visible veins.Small blood vessels of the nose and cheeks break and become larger. These are also called spider veins. They may be subtle and hard to see, depending on skin color.', 'Swollen bumps.Many people with rosacea develop pimples on the face that look like acne. These bumps sometimes contain pus. They also may appear on the chest and back.', 'Burning sensation.The skin of the affected area may feel hot and tender.', 'Eye problems.Many people with rosacea also have dry, irritated, swollen eyes and eyelids. This is known as ocular rosacea. Eye symptoms may show up before, after or at the same time as skin symptoms.', 'Enlarged nose.Over time, rosacea can thicken the skin on the nose, causing the nose to look bigger. This condition also is called rhinophyma. It occurs more often in men than in women.']"
1015,https://www.mayoclinic.org/diseases-conditions/roseola/symptoms-causes/syc-20377283,Roseola,Roseola,"['Fever.Roseola often starts with a high fever — often higher than 103 F (39.4 C). It starts suddenly and lasts 3 to 5 days. Some children also may have a sore throat, runny nose or cough along with or before the fever. Your child may also develop swollen lymph nodes in the neck.', ""Rash.After the fever goes away, a rash often appears. A roseola rash is many small spots or patches. These spots tend to be flat.The rash often starts on the chest, back and belly and then spreads to the neck and arms. It might reach the legs and face. The rash isn't likely to be itchy or painful. It can last hours or days. The rash might occur without a fever first.""]"
1016,https://www.mayoclinic.org/diseases-conditions/rotator-cuff-injury/symptoms-causes/syc-20350225,Rotator cuff injury,Rotator cuff injury,"['Be described as a dull ache deep in the shoulder', 'Disturb sleep', 'Make it difficult to comb your hair or reach behind your back', 'Be accompanied by arm weakness']"
1017,https://www.mayoclinic.org/diseases-conditions/rotavirus/symptoms-causes/syc-20351300,Rotavirus,Rotavirus,"['Has diarrhea for more than 24 hours', 'Vomits frequently', 'Has black or tarry stool or stool containing blood or pus', 'Has a temperature of 102 F (38.9 C) or higher', 'Seems tired, irritable or in pain', 'Has signs or symptoms of dehydration, including dry mouth, crying without tears, little or no urination, unusual sleepiness, or unresponsiveness']"
1018,https://www.mayoclinic.org/diseases-conditions/rumination-syndrome/symptoms-causes/syc-20377330,Rumination syndrome,Rumination syndrome,"['Effortless regurgitation, typically within minutes of eating.', 'Belly pain or pressure relieved by regurgitation.', 'A feeling of fullness.', 'Nausea.', 'Losing weight without trying.']"
1019,https://www.mayoclinic.org/diseases-conditions/ruptured-spleen/symptoms-causes/syc-20352317,Ruptured spleen,Ruptured spleen,"['Pain in the upper left stomach.', 'Tenderness when you touch the upper left stomach.', 'Left shoulder pain.', 'Confusion, lightheadedness or dizziness.']"
1020,https://www.mayoclinic.org/diseases-conditions/sacroiliitis/symptoms-causes/syc-20350747,Sacroiliitis,Sacroiliitis,"['Sleeping or sitting for a long time.', 'Standing a long time.', 'Having more weight on one leg than the other.', 'Stair climbing.', 'Running.', 'Taking large steps when moving forward.']"
1021,https://www.mayoclinic.org/diseases-conditions/seasonal-affective-disorder/symptoms-causes/syc-20364651,Seasonal affective disorder (SAD),SADSee Seasonal affective disorder,"['Feeling listless, sad or down most of the day, nearly every day', 'Losing interest in activities you once enjoyed', 'Having low energy and feeling sluggish', 'Having problems with sleeping too much', 'Experiencing carbohydrate cravings, overeating and weight gain', 'Having difficulty concentrating', 'Feeling hopeless, worthless or guilty', 'Having thoughts of not wanting to live']"
1022,https://www.mayoclinic.org/diseases-conditions/salivary-gland-cancer/symptoms-causes/syc-20354151,Salivary gland tumors,Salivary gland tumors,"['A lump or swelling on or near your jaw or in your neck or mouth', 'Numbness in part of your face', 'Muscle weakness on one side of your face', 'Persistent pain in the area of a salivary gland', 'Difficulty swallowing', 'Trouble opening your mouth widely']"
1023,https://www.mayoclinic.org/diseases-conditions/salmonella/symptoms-causes/syc-20355329,Salmonella infection,Salmonella infection,"['Diarrhea', 'Stomach (abdominal) cramps', 'Fever', 'Nausea', 'Vomiting', 'Chills', 'Headache', 'Blood in the stool']"
1024,https://www.mayoclinic.org/diseases-conditions/sarcoidosis/symptoms-causes/syc-20350358,Sarcoidosis,Sarcoidosis,"['Fatigue', 'Swollen lymph nodes', 'Weight loss', 'Pain and swelling in joints, such as the ankles']"
1025,https://www.mayoclinic.org/diseases-conditions/sarcoma/symptoms-causes/syc-20351048,Sarcoma,Sarcoma,"['A lump that can be felt through the skin that may or may not be painful', 'Bone pain', 'A broken bone that happens unexpectedly, such as with a minor injury or no injury at all', 'Abdominal pain', 'Weight loss']"
1026,https://www.mayoclinic.org/diseases-conditions/small-intestinal-bacterial-overgrowth/symptoms-causes/syc-20370168,Small intestinal bacterial overgrowth (SIBO),SBBOSee Small intestinal bacterial overgrowth,"['Loss of appetite', 'Abdominal pain', 'Nausea', 'Bloating', 'An uncomfortable feeling of fullness after eating', 'Diarrhea', 'Unintentional weight loss', 'Malnutrition']"
1027,https://www.mayoclinic.org/diseases-conditions/scabies/symptoms-causes/syc-20377378,Scabies,Scabies,"['Itching, often severe and usually worse at night', 'Thin, wavy tunnels made up of tiny blisters or bumps on the skin']"
1028,https://www.mayoclinic.org/diseases-conditions/spontaneous-coronary-artery-dissection/symptoms-causes/syc-20353711,Spontaneous coronary artery dissection (SCAD),SCADSee Spontaneous coronary artery dissection,"['Chest pain or pressure.', 'Pain in the arms, shoulders, back or jaw.', 'Shortness of breath.', 'Unusual sweating.', 'Extreme tiredness.', 'Upset stomach.', 'A rapid heartbeat or fluttery feeling in the chest.', 'Feeling dizzy.']"
1029,https://www.mayoclinic.org/diseases-conditions/scarlet-fever/symptoms-causes/syc-20377406,Scarlet fever,ScarlatinaSee Scarlet fever,"['Red rash.The rash looks like a sunburn and feels like sandpaper. It typically begins on the face or neck and spreads to the trunk, arms and legs. Pushing on the reddened skin makes it turn pale.', 'Red lines.The folds of skin around the groin, armpits, elbows, knees and neck usually become a deeper red than the other areas with the rash.', 'Flushed face.The face may appear flushed with a pale ring around the mouth.', ""Strawberry tongue.The tongue generally looks red and bumpy, and it's often covered with a white coating early in the disease.""]"
1030,https://www.mayoclinic.org/diseases-conditions/schizoaffective-disorder/symptoms-causes/syc-20354504,Schizoaffective disorder,Schizoaffective disorder,"['Delusions — having false, fixed beliefs, despite evidence to the contrary', ""Hallucinations, such as hearing voices or seeing things that aren't there"", 'Impaired communication and speech, such as being incoherent', 'Bizarre or unusual behavior', 'Symptoms of depression, such as feeling empty, sad or worthless', 'Periods of manic mood, with an increase in energy and a decreased need for sleep over several days, and behaviors that are out of character', 'Impaired occupational, academic and social functioning', 'Problems with managing personal care, including cleanliness and physical appearance']"
1031,https://www.mayoclinic.org/diseases-conditions/schizophrenia/symptoms-causes/syc-20354443,Schizophrenia,Schizophrenia,"[""Delusions.These are false beliefs that are not based in reality. For example, you think that you're being harmed or harassed; certain gestures or comments are directed at you; you have exceptional ability or fame; another person is in love with you; or a major catastrophe is about to occur. Delusions occur in most people with schizophrenia."", ""Hallucinations.These usually involve seeing or hearing things that don't exist. Yet for the person with schizophrenia, they have the full force and impact of a normal experience. Hallucinations can be in any of the senses, but hearing voices is the most common hallucination."", ""Disorganized thinking (speech).Disorganized thinking is inferred from disorganized speech. Effective communication can be impaired, and answers to questions may be partially or completely unrelated. Rarely, speech may include putting together meaningless words that can't be understood, sometimes known as word salad."", ""Extremely disorganized or abnormal motor behavior.This may show in a number of ways, from childlike silliness to unpredictable agitation. Behavior isn't focused on a goal, so it's hard to do tasks. Behavior can include resistance to instructions, inappropriate or bizarre posture, a complete lack of response, or useless and excessive movement."", ""Negative symptoms.This refers to reduced or lack of ability to function normally. For example, the person may neglect personal hygiene or appear to lack emotion (doesn't make eye contact, doesn't change facial expressions or speaks in a monotone). Also, the person may lose interest in everyday activities, socially withdraw or lack the ability to experience pleasure.""]"
1032,https://www.mayoclinic.org/diseases-conditions/spinal-cord-injury/symptoms-causes/syc-20377890,Spinal cord injury,SCISee Spinal cord injury,"['Complete.If all feeling and all ability to control movement are lost below the spinal cord injury, the injury is called complete.', 'Incomplete.If some feeling and control of movement remain below the affected area, the injury is called incomplete. There are varying degrees of incomplete injury.']"
